Sample Box No.	Depth (meters)	MS vol-SI (low freq.)	FD of MS %	NRM A/m	ARM A/m	IRM 1.2T A/m	IRM -0.3T A/m	HIRM A/m	S	Comments
960	17.25	4.84E-05	5.57	7.69E-04	2.61E-02	1.13E+00	-6.83E-01	2.24E-01	0.6	
962	17.3	4.07E-05	3.65	8.10E-04	2.00E-02	9.00E-01	-5.63E-01	1.69E-01	0.63	
964	17.36	7.60E-05	4.54	1.41E-03	3.42E-02	1.52E+00	-9.80E-01	2.71E-01	0.64	
966	17.51	1.20E-03	9.88	2.90E-02	6.10E-01	1.06E+01	-8.43E+00	1.09E+00	0.79	
968	17.58	6.94E-04	9.27	8.48E-03	3.33E-01	6.43E+00	-5.00E+00	7.13E-01	0.78	
959	17.71	9.99E-04	8.58							Disturbed
957	17.77	2.11E-04	7.34							Disturbed
953	17.83	3.58E-04	8.79							Disturbed
955	17.91	6.31E-04	6.47	1.08E-02	2.65E-01					Disturbed
961	18.01	3.22E-04	6.75	5.18E-03	1.10E-01	3.80E+00	-2.60E+00	6.01E-01	0.68	
963	18.06	7.30E-04	8.44	1.29E-02	2.54E-01	7.45E+00	-5.13E+00	1.16E+00	0.69	
965	18.11	8.19E-04	6.7	2.13E-02	3.85E-01	8.78E+00	-7.25E+00	7.63E-01	0.83	
967	18.16	5.17E-04	6.22	1.02E-02	2.37E-01	5.40E+00	-4.56E+00	4.23E-01	0.84	
969	18.2	1.29E-03	6.21	2.70E-02	6.95E-01	1.32E+01	-1.15E+01	8.50E-01	0.87	
970	18.26	2.12E-03	5.6	5.78E-02	1.52E+00	2.39E+01	-2.26E+01	6.75E-01	0.94	
971	18.31	4.74E-04	6.72	1.15E-02	1.89E-01	5.15E+00	-4.47E+00	3.39E-01	0.87	
972	18.37	1.75E-04	5.24	3.10E-03	6.38E-02	2.08E+00	-1.58E+00	2.51E-01	0.76	
973	18.45	1.57E-04	5.69	4.43E-03	4.98E-02	1.65E+00	-1.28E+00	1.86E-01	0.77	
Slug 15/A										
975	18.59	1.16E-03	5.97	2.36E-02	5.93E-01	1.31E+01	-1.17E+01	7.13E-01	0.89	
977	18.64	1.54E-03	5.9	4.63E-02	7.75E-01	1.72E+01	-1.57E+01	7.50E-01	0.91	
979	18.69	2.36E-03	5.72	6.93E-02	1.31E+00	2.67E+01	-2.49E+01	8.75E-01	0.93	
981	18.75	3.95E-03	5.43	1.38E-01	2.09E+00	4.83E+01	-4.62E+01	1.06E+00	0.96	
983	18.79	3.48E-03	5.43	1.17E-01	1.89E+00	4.52E+01	-4.28E+01	1.20E+00	0.95	
985	18.84	1.54E-03	5.58	4.53E-02	1.38E+00	2.11E+01	-2.02E+01	4.25E-01	0.96	
